order_id,customer_id,customer_name,order_date,region,product_id,product_name,quantity,unit_price,line_total
42949673040,1,GM,2024-09-14,EU,0,Brake Pad,1,50.0,43
8589934636,0,Ford,2024-09-14,NA,0,Brake Pad,7,50.0,311.5
0,2,AutoZone,2024-09-14,EU,0,Brake Pad,8,50.0,320
0,2,AutoZone,2024-09-14,EU,1,Oil Filter,2,15.0,25.2
8589934636,0,Ford,2024-09-14,NA,2,Spark Plug,9,8.0,60.48
51539607630,0,Ford,2024-09-14,EU,0,Brake Pad,8,50.0,384
51539607630,0,Ford,2024-09-14,EU,2,Spark Plug,2,8.0,15.36
42949673071,1,GM,2024-09-15,EU,2,Spark Plug,3,8.0,20.16
42949673071,1,GM,2024-09-15,EU,1,Oil Filter,4,15.0,55.2
34359738441,3,Bosch,2024-09-15,NA,2,Spark Plug,3,8.0,23.28
42949673047,0,Ford,2024-09-15,NA,1,Oil Filter,9,15.0,129.6
42949673071,1,GM,2024-09-15,EU,0,Brake Pad,3,50.0,121.5
34359738441,3,Bosch,2024-09-15,NA,1,Oil Filter,2,15.0,29.7
34359738441,3,Bosch,2024-09-15,NA,0,Brake Pad,2,50.0,91
42949673047,0,Ford,2024-09-15,NA,0,Brake Pad,10,50.0,425
42949673047,0,Ford,2024-09-15,NA,2,Spark Plug,9,8.0,70.56
113,1,GM,2024-09-17,NA,0,Brake Pad,2,50.0,84
17179869259,0,Ford,2024-09-17,EU,2,Spark Plug,1,8.0,6.48
113,1,GM,2024-09-17,NA,2,Spark Plug,6,8.0,43.68
60129542242,2,AutoZone,2024-09-17,EU,2,Spark Plug,4,8.0,31.36
8589934707,3,Bosch,2024-09-17,NA,1,Oil Filter,3,15.0,36.45
17179869259,0,Ford,2024-09-17,EU,1,Oil Filter,5,15.0,68.25
60129542242,2,AutoZone,2024-09-17,EU,1,Oil Filter,6,15.0,86.4
8589934707,3,Bosch,2024-09-17,NA,0,Brake Pad,9,50.0,400.5
113,1,GM,2024-09-17,NA,1,Oil Filter,2,15.0,28.5
60129542242,2,AutoZone,2024-09-17,EU,0,Brake Pad,8,50.0,368
8589934707,3,Bosch,2024-09-17,NA,2,Spark Plug,5,8.0,38
17179869259,0,Ford,2024-09-17,EU,0,Brake Pad,9,50.0,405
63,4,NAPA,2024-09-18,NA,0,Brake Pad,5,50.0,210
63,4,NAPA,2024-09-18,NA,1,Oil Filter,8,15.0,118.8
63,4,NAPA,2024-09-18,NA,2,Spark Plug,4,8.0,31.68
51539607642,4,NAPA,2024-09-19,NA,2,Spark Plug,1,8.0,7.84
51539607617,0,Ford,2024-09-19,NA,2,Spark Plug,6,8.0,39.84
51539607617,0,Ford,2024-09-19,NA,1,Oil Filter,1,15.0,13.5
51539607617,0,Ford,2024-09-19,NA,0,Brake Pad,4,50.0,188
51539607642,4,NAPA,2024-09-19,NA,0,Brake Pad,4,50.0,176
60129542158,4,NAPA,2024-09-19,EU,1,Oil Filter,2,15.0,24.3
60129542158,4,NAPA,2024-09-19,EU,0,Brake Pad,2,50.0,95
60129542158,4,NAPA,2024-09-19,EU,2,Spark Plug,6,8.0,44.64
51539607642,4,NAPA,2024-09-19,NA,1,Oil Filter,9,15.0,126.9
42949673084,3,Bosch,2024-09-21,NA,2,Spark Plug,3,8.0,23.52
90,1,GM,2024-09-21,NA,1,Oil Filter,6,15.0,90
90,1,GM,2024-09-21,NA,2,Spark Plug,3,8.0,22.08
90,1,GM,2024-09-21,NA,0,Brake Pad,8,50.0,392
42949673084,3,Bosch,2024-09-21,NA,0,Brake Pad,5,50.0,250
42949673084,3,Bosch,2024-09-21,NA,1,Oil Filter,8,15.0,96
60129542244,2,AutoZone,2024-09-22,NA,0,Brake Pad,3,50.0,130.5
34359738406,2,AutoZone,2024-09-22,EU,0,Brake Pad,8,50.0,396
34359738406,2,AutoZone,2024-09-22,EU,1,Oil Filter,2,15.0,26.4
60129542244,2,AutoZone,2024-09-22,NA,1,Oil Filter,6,15.0,73.8
106,4,NAPA,2024-09-22,EU,0,Brake Pad,4,50.0,194
60129542244,2,AutoZone,2024-09-22,NA,2,Spark Plug,1,8.0,7.2
106,4,NAPA,2024-09-22,EU,2,Spark Plug,5,8.0,33.6
34359738406,2,AutoZone,2024-09-22,EU,2,Spark Plug,5,8.0,32.4
106,4,NAPA,2024-09-22,EU,1,Oil Filter,1,15.0,14.1
44,4,NAPA,2024-09-23,NA,0,Brake Pad,3,50.0,138
34359738484,0,Ford,2024-09-23,EU,2,Spark Plug,3,8.0,19.44
44,4,NAPA,2024-09-23,NA,2,Spark Plug,4,8.0,26.24
34359738484,0,Ford,2024-09-23,EU,0,Brake Pad,7,50.0,297.5
44,4,NAPA,2024-09-23,NA,1,Oil Filter,10,15.0,126
34359738484,0,Ford,2024-09-23,EU,1,Oil Filter,8,15.0,115.2
42949672985,4,NAPA,2024-09-24,EU,1,Oil Filter,7,15.0,100.8
42949672985,4,NAPA,2024-09-24,EU,0,Brake Pad,6,50.0,243
42949672985,4,NAPA,2024-09-24,EU,2,Spark Plug,5,8.0,34
33,1,GM,2024-09-25,EU,1,Oil Filter,5,15.0,68.25
17179869278,0,Ford,2024-09-25,EU,0,Brake Pad,2,50.0,90
25769803832,1,GM,2024-09-25,EU,0,Brake Pad,9,50.0,391.5
25769803832,1,GM,2024-09-25,EU,2,Spark Plug,9,8.0,66.96
42949673015,0,Ford,2024-09-25,EU,1,Oil Filter,8,15.0,98.4
17179869278,0,Ford,2024-09-25,EU,1,Oil Filter,8,15.0,104.4
25769803832,1,GM,2024-09-25,EU,1,Oil Filter,1,15.0,13.95
17179869278,0,Ford,2024-09-25,EU,2,Spark Plug,9,8.0,69.12
42949673015,0,Ford,2024-09-25,EU,0,Brake Pad,6,50.0,288
33,1,GM,2024-09-25,EU,2,Spark Plug,10,8.0,66.4
33,1,GM,2024-09-25,EU,0,Brake Pad,10,50.0,465
42949673015,0,Ford,2024-09-25,EU,2,Spark Plug,8,8.0,57.6
66,4,NAPA,2024-09-26,NA,2,Spark Plug,10,8.0,70.4
8589934712,0,Ford,2024-09-26,NA,2,Spark Plug,5,8.0,38.8
60129542199,1,GM,2024-09-26,EU,1,Oil Filter,3,15.0,43.65
34,0,Ford,2024-09-26,NA,0,Brake Pad,7,50.0,322
42949673062,0,Ford,2024-09-26,EU,1,Oil Filter,5,15.0,60.75
34,0,Ford,2024-09-26,NA,1,Oil Filter,9,15.0,114.75
42949673000,2,AutoZone,2024-09-26,EU,0,Brake Pad,8,50.0,360
42949673000,2,AutoZone,2024-09-26,EU,1,Oil Filter,1,15.0,13.65
60129542199,1,GM,2024-09-26,EU,0,Brake Pad,4,50.0,188
42949673062,0,Ford,2024-09-26,EU,0,Brake Pad,4,50.0,174
8589934712,0,Ford,2024-09-26,NA,1,Oil Filter,1,15.0,13.95
8589934712,0,Ford,2024-09-26,NA,0,Brake Pad,2,50.0,87
42949673000,2,AutoZone,2024-09-26,EU,2,Spark Plug,1,8.0,6.64
66,4,NAPA,2024-09-26,NA,1,Oil Filter,7,15.0,89.25
66,4,NAPA,2024-09-26,NA,0,Brake Pad,5,50.0,237.5
34,0,Ford,2024-09-26,NA,2,Spark Plug,10,8.0,75.2
60129542199,1,GM,2024-09-26,EU,2,Spark Plug,2,8.0,13.12
42949673062,0,Ford,2024-09-26,EU,2,Spark Plug,6,8.0,41.28
60129542147,0,Ford,2024-09-27,EU,2,Spark Plug,8,8.0,55.68
34359738419,0,Ford,2024-09-27,NA,0,Brake Pad,3,50.0,124.5
51539607651,2,AutoZone,2024-09-27,EU,0,Brake Pad,8,50.0,368
34359738419,0,Ford,2024-09-27,NA,1,Oil Filter,9,15.0,135
34359738419,0,Ford,2024-09-27,NA,2,Spark Plug,6,8.0,44.64
60129542147,0,Ford,2024-09-27,EU,0,Brake Pad,1,50.0,47.5
8589934658,1,GM,2024-09-27,NA,1,Oil Filter,1,15.0,14.7
51539607651,2,AutoZone,2024-09-27,EU,1,Oil Filter,7,15.0,97.65
51539607557,2,AutoZone,2024-09-27,EU,2,Spark Plug,6,8.0,47.52
51539607557,2,AutoZone,2024-09-27,EU,1,Oil Filter,2,15.0,27
8589934658,1,GM,2024-09-27,NA,2,Spark Plug,2,8.0,14.08
60129542147,0,Ford,2024-09-27,EU,1,Oil Filter,5,15.0,65.25
51539607557,2,AutoZone,2024-09-27,EU,0,Brake Pad,10,50.0,405
8589934658,1,GM,2024-09-27,NA,0,Brake Pad,2,50.0,84
51539607651,2,AutoZone,2024-09-27,EU,2,Spark Plug,4,8.0,26.24
34359738460,2,AutoZone,2024-09-28,NA,1,Oil Filter,5,15.0,65.25
25769803827,2,AutoZone,2024-09-28,NA,0,Brake Pad,8,50.0,352
34359738460,2,AutoZone,2024-09-28,NA,2,Spark Plug,10,8.0,77.6
34359738460,2,AutoZone,2024-09-28,NA,0,Brake Pad,4,50.0,190
25769803827,2,AutoZone,2024-09-28,NA,2,Spark Plug,6,8.0,40.8
25769803827,2,AutoZone,2024-09-28,NA,1,Oil Filter,7,15.0,91.35
42949672968,2,AutoZone,2024-09-29,EU,0,Brake Pad,7,50.0,315
60129542252,4,NAPA,2024-09-29,NA,2,Spark Plug,6,8.0,45.6
60129542172,0,Ford,2024-09-29,EU,0,Brake Pad,8,50.0,384
42949673032,1,GM,2024-09-29,NA,0,Brake Pad,6,50.0,285
60129542252,4,NAPA,2024-09-29,NA,0,Brake Pad,10,50.0,430
20,2,AutoZone,2024-09-29,NA,2,Spark Plug,7,8.0,48.72
20,2,AutoZone,2024-09-29,NA,1,Oil Filter,10,15.0,148.5
20,2,AutoZone,2024-09-29,NA,0,Brake Pad,7,50.0,287
42949672968,2,AutoZone,2024-09-29,EU,1,Oil Filter,6,15.0,83.7
42949672968,2,AutoZone,2024-09-29,EU,2,Spark Plug,6,8.0,43.2
60129542252,4,NAPA,2024-09-29,NA,1,Oil Filter,3,15.0,39.15
42949673032,1,GM,2024-09-29,NA,1,Oil Filter,7,15.0,95.55
60129542172,0,Ford,2024-09-29,EU,1,Oil Filter,9,15.0,117.45
60129542172,0,Ford,2024-09-29,EU,2,Spark Plug,2,8.0,13.6
42949673032,1,GM,2024-09-29,NA,2,Spark Plug,3,8.0,20.64
103,0,Ford,2024-09-30,NA,1,Oil Filter,6,15.0,81
17179869302,0,Ford,2024-09-30,EU,1,Oil Filter,2,15.0,28.5
17179869302,0,Ford,2024-09-30,EU,0,Brake Pad,6,50.0,252
103,0,Ford,2024-09-30,NA,0,Brake Pad,1,50.0,45
17179869223,2,AutoZone,2024-09-30,EU,2,Spark Plug,6,8.0,47.52
17179869223,2,AutoZone,2024-09-30,EU,0,Brake Pad,5,50.0,210
103,0,Ford,2024-09-30,NA,2,Spark Plug,9,8.0,61.92
17179869223,2,AutoZone,2024-09-30,EU,1,Oil Filter,5,15.0,69.75
17179869302,0,Ford,2024-09-30,EU,2,Spark Plug,2,8.0,13.28
60129542228,0,Ford,2024-10-01,EU,2,Spark Plug,2,8.0,14.72
55,1,GM,2024-10-01,NA,2,Spark Plug,6,8.0,40.32
60129542228,0,Ford,2024-10-01,EU,0,Brake Pad,4,50.0,162
55,1,GM,2024-10-01,NA,0,Brake Pad,10,50.0,420
60129542228,0,Ford,2024-10-01,EU,1,Oil Filter,9,15.0,125.55
25769803846,1,GM,2024-10-01,NA,0,Brake Pad,6,50.0,264
55,1,GM,2024-10-01,NA,1,Oil Filter,9,15.0,114.75
25769803846,1,GM,2024-10-01,NA,1,Oil Filter,4,15.0,52.2
25769803846,1,GM,2024-10-01,NA,2,Spark Plug,5,8.0,32.8
34359738471,3,Bosch,2024-10-02,EU,2,Spark Plug,2,8.0,13.12
34359738471,3,Bosch,2024-10-02,EU,1,Oil Filter,6,15.0,78.3
34359738471,3,Bosch,2024-10-02,EU,0,Brake Pad,10,50.0,495
17179869237,2,AutoZone,2024-10-03,NA,2,Spark Plug,3,8.0,20.64
17179869210,4,NAPA,2024-10-03,EU,2,Spark Plug,5,8.0,33.6
17179869210,4,NAPA,2024-10-03,EU,1,Oil Filter,6,15.0,90
17179869237,2,AutoZone,2024-10-03,NA,1,Oil Filter,2,15.0,25.8
17179869237,2,AutoZone,2024-10-03,NA,0,Brake Pad,4,50.0,194
17179869210,4,NAPA,2024-10-03,EU,0,Brake Pad,3,50.0,148.5
116,3,Bosch,2024-10-04,NA,0,Brake Pad,4,50.0,168
42949673005,1,GM,2024-10-04,EU,0,Brake Pad,8,50.0,360
17179869224,0,Ford,2024-10-04,EU,1,Oil Filter,8,15.0,96
8589934643,4,NAPA,2024-10-04,NA,1,Oil Filter,3,15.0,40.05
116,3,Bosch,2024-10-04,NA,2,Spark Plug,9,8.0,71.28
116,3,Bosch,2024-10-04,NA,1,Oil Filter,9,15.0,108
42949673005,1,GM,2024-10-04,EU,1,Oil Filter,4,15.0,51.6
17179869224,0,Ford,2024-10-04,EU,2,Spark Plug,3,8.0,23.52
8589934643,4,NAPA,2024-10-04,NA,0,Brake Pad,4,50.0,194
42949673005,1,GM,2024-10-04,EU,2,Spark Plug,4,8.0,31.68
8589934643,4,NAPA,2024-10-04,NA,2,Spark Plug,4,8.0,26.88
17179869224,0,Ford,2024-10-04,EU,0,Brake Pad,3,50.0,123
60129542200,4,NAPA,2024-10-06,EU,1,Oil Filter,4,15.0,56.4
60129542201,1,GM,2024-10-06,NA,0,Brake Pad,10,50.0,495
60129542224,4,NAPA,2024-10-06,NA,2,Spark Plug,8,8.0,59.52
17179869262,0,Ford,2024-10-06,EU,2,Spark Plug,10,8.0,72
60129542201,1,GM,2024-10-06,NA,1,Oil Filter,7,15.0,97.65
60129542201,1,GM,2024-10-06,NA,2,Spark Plug,8,8.0,58.24
17179869282,1,GM,2024-10-06,EU,0,Brake Pad,8,50.0,320
60129542200,4,NAPA,2024-10-06,EU,0,Brake Pad,6,50.0,267
60129542224,4,NAPA,2024-10-06,NA,0,Brake Pad,6,50.0,252
60129542224,4,NAPA,2024-10-06,NA,1,Oil Filter,8,15.0,112.8
60129542200,4,NAPA,2024-10-06,EU,2,Spark Plug,7,8.0,52.08
17179869262,0,Ford,2024-10-06,EU,0,Brake Pad,10,50.0,435
17179869282,1,GM,2024-10-06,EU,1,Oil Filter,7,15.0,91.35
17179869282,1,GM,2024-10-06,EU,2,Spark Plug,9,8.0,59.04
17179869262,0,Ford,2024-10-06,EU,1,Oil Filter,8,15.0,111.6
17179869303,2,AutoZone,2024-10-07,EU,1,Oil Filter,5,15.0,61.5
17179869303,2,AutoZone,2024-10-07,EU,2,Spark Plug,5,8.0,36
25769803818,2,AutoZone,2024-10-07,NA,1,Oil Filter,6,15.0,89.1
34359738417,4,NAPA,2024-10-07,EU,1,Oil Filter,1,15.0,12.6
34359738417,4,NAPA,2024-10-07,EU,0,Brake Pad,1,50.0,40
34359738417,4,NAPA,2024-10-07,EU,2,Spark Plug,10,8.0,70.4
17179869303,2,AutoZone,2024-10-07,EU,0,Brake Pad,5,50.0,242.5
25769803818,2,AutoZone,2024-10-07,NA,2,Spark Plug,1,8.0,7.76
25769803818,2,AutoZone,2024-10-07,NA,0,Brake Pad,6,50.0,249
10,2,AutoZone,2024-10-08,EU,2,Spark Plug,1,8.0,7.04
10,2,AutoZone,2024-10-08,EU,1,Oil Filter,7,15.0,96.6
10,2,AutoZone,2024-10-08,EU,0,Brake Pad,9,50.0,400.5
51539607613,3,Bosch,2024-10-09,EU,2,Spark Plug,8,8.0,57.6
51539607577,3,Bosch,2024-10-09,EU,2,Spark Plug,2,8.0,14.72
51539607613,3,Bosch,2024-10-09,EU,0,Brake Pad,5,50.0,210
51539607613,3,Bosch,2024-10-09,EU,1,Oil Filter,7,15.0,91.35
51539607577,3,Bosch,2024-10-09,EU,1,Oil Filter,9,15.0,116.1
25769803876,3,Bosch,2024-10-09,EU,0,Brake Pad,5,50.0,222.5
51539607577,3,Bosch,2024-10-09,EU,0,Brake Pad,3,50.0,145.5
25769803876,3,Bosch,2024-10-09,EU,1,Oil Filter,2,15.0,28.5
25769803876,3,Bosch,2024-10-09,EU,2,Spark Plug,4,8.0,30.08
34359738438,4,NAPA,2024-10-11,EU,0,Brake Pad,3,50.0,145.5
25769803790,3,Bosch,2024-10-11,EU,2,Spark Plug,10,8.0,72.8
25769803790,3,Bosch,2024-10-11,EU,1,Oil Filter,1,15.0,12.3
34359738438,4,NAPA,2024-10-11,EU,1,Oil Filter,10,15.0,135
25769803790,3,Bosch,2024-10-11,EU,0,Brake Pad,3,50.0,124.5
34359738438,4,NAPA,2024-10-11,EU,2,Spark Plug,6,8.0,45.12
8589934629,0,Ford,2024-10-12,EU,1,Oil Filter,1,15.0,13.35
8589934629,0,Ford,2024-10-12,EU,2,Spark Plug,6,8.0,41.76
60129542185,0,Ford,2024-10-12,NA,2,Spark Plug,8,8.0,62.72
42949673069,4,NAPA,2024-10-12,NA,0,Brake Pad,10,50.0,420
60129542185,0,Ford,2024-10-12,NA,0,Brake Pad,9,50.0,418.5
17179869209,2,AutoZone,2024-10-12,NA,0,Brake Pad,5,50.0,222.5
8589934629,0,Ford,2024-10-12,EU,0,Brake Pad,3,50.0,124.5
42949673069,4,NAPA,2024-10-12,NA,1,Oil Filter,9,15.0,110.7
42949673069,4,NAPA,2024-10-12,NA,2,Spark Plug,3,8.0,21.12
17179869209,2,AutoZone,2024-10-12,NA,1,Oil Filter,8,15.0,97.2
17179869209,2,AutoZone,2024-10-12,NA,2,Spark Plug,10,8.0,79.2
60129542185,0,Ford,2024-10-12,NA,1,Oil Filter,8,15.0,112.8
51539607635,3,Bosch,2024-10-13,EU,0,Brake Pad,6,50.0,291
51539607635,3,Bosch,2024-10-13,EU,1,Oil Filter,10,15.0,129
51539607635,3,Bosch,2024-10-13,EU,2,Spark Plug,1,8.0,7.92
60129542151,4,NAPA,2024-10-14,EU,2,Spark Plug,7,8.0,52.64
102,2,AutoZone,2024-10-14,EU,0,Brake Pad,6,50.0,270
17179869208,3,Bosch,2024-10-14,NA,0,Brake Pad,4,50.0,172
34359738466,4,NAPA,2024-10-14,NA,1,Oil Filter,5,15.0,63
34359738466,4,NAPA,2024-10-14,NA,2,Spark Plug,3,8.0,20.88
60129542151,4,NAPA,2024-10-14,EU,0,Brake Pad,7,50.0,339.5
102,2,AutoZone,2024-10-14,EU,2,Spark Plug,1,8.0,6.56
17179869208,3,Bosch,2024-10-14,NA,1,Oil Filter,3,15.0,36.9
34359738466,4,NAPA,2024-10-14,NA,0,Brake Pad,5,50.0,240
60129542151,4,NAPA,2024-10-14,EU,1,Oil Filter,10,15.0,138
17179869208,3,Bosch,2024-10-14,NA,2,Spark Plug,7,8.0,47.04
102,2,AutoZone,2024-10-14,EU,1,Oil Filter,9,15.0,108
60129542197,1,GM,2024-10-15,NA,1,Oil Filter,2,15.0,28.5
34359738411,1,GM,2024-10-15,NA,0,Brake Pad,10,50.0,490
14,3,Bosch,2024-10-15,NA,1,Oil Filter,10,15.0,142.5
14,3,Bosch,2024-10-15,NA,2,Spark Plug,4,8.0,30.4
34359738411,1,GM,2024-10-15,NA,2,Spark Plug,7,8.0,55.44
14,3,Bosch,2024-10-15,NA,0,Brake Pad,5,50.0,215
60129542197,1,GM,2024-10-15,NA,2,Spark Plug,2,8.0,14.56
60129542197,1,GM,2024-10-15,NA,0,Brake Pad,7,50.0,311.5
34359738411,1,GM,2024-10-15,NA,1,Oil Filter,3,15.0,42.75
8589934686,4,NAPA,2024-10-16,NA,2,Spark Plug,9,8.0,66.96
8589934686,4,NAPA,2024-10-16,NA,1,Oil Filter,2,15.0,27.9
8589934686,4,NAPA,2024-10-16,NA,0,Brake Pad,2,50.0,87
17179869298,3,Bosch,2024-10-17,EU,1,Oil Filter,10,15.0,138
17179869298,3,Bosch,2024-10-17,EU,2,Spark Plug,1,8.0,7.92
17179869298,3,Bosch,2024-10-17,EU,0,Brake Pad,9,50.0,382.5
52,2,AutoZone,2024-10-18,EU,0,Brake Pad,6,50.0,261
52,2,AutoZone,2024-10-18,EU,2,Spark Plug,1,8.0,7.36
8589934697,2,AutoZone,2024-10-18,NA,1,Oil Filter,1,15.0,13.95
8589934697,2,AutoZone,2024-10-18,NA,2,Spark Plug,4,8.0,27.84
52,2,AutoZone,2024-10-18,EU,1,Oil Filter,4,15.0,49.8
8589934697,2,AutoZone,2024-10-18,NA,0,Brake Pad,9,50.0,405
51539607573,2,AutoZone,2024-10-19,EU,0,Brake Pad,8,50.0,368
51539607573,2,AutoZone,2024-10-19,EU,2,Spark Plug,3,8.0,23.04
51539607573,2,AutoZone,2024-10-19,EU,1,Oil Filter,9,15.0,126.9
34359738405,1,GM,2024-10-19,EU,0,Brake Pad,10,50.0,445
34359738405,1,GM,2024-10-19,EU,2,Spark Plug,7,8.0,46.48
34359738405,1,GM,2024-10-19,EU,1,Oil Filter,2,15.0,25.8
51539607620,2,AutoZone,2024-10-20,EU,2,Spark Plug,3,8.0,20.64
51539607620,2,AutoZone,2024-10-20,EU,0,Brake Pad,1,50.0,41.5
25769803783,2,AutoZone,2024-10-20,NA,1,Oil Filter,6,15.0,77.4
25769803783,2,AutoZone,2024-10-20,NA,2,Spark Plug,7,8.0,50.4
51539607620,2,AutoZone,2024-10-20,EU,1,Oil Filter,5,15.0,72.75
88,4,NAPA,2024-10-20,EU,2,Spark Plug,2,8.0,13.28
88,4,NAPA,2024-10-20,EU,0,Brake Pad,9,50.0,400.5
25769803783,2,AutoZone,2024-10-20,NA,0,Brake Pad,2,50.0,94
88,4,NAPA,2024-10-20,EU,1,Oil Filter,8,15.0,118.8
49,3,Bosch,2024-10-21,NA,1,Oil Filter,10,15.0,144
34359738408,4,NAPA,2024-10-21,NA,2,Spark Plug,2,8.0,13.76
49,3,Bosch,2024-10-21,NA,2,Spark Plug,9,8.0,63.36
60129542262,0,Ford,2024-10-21,NA,0,Brake Pad,8,50.0,360
8589934639,4,NAPA,2024-10-21,NA,2,Spark Plug,5,8.0,36.4
60129542262,0,Ford,2024-10-21,NA,2,Spark Plug,2,8.0,14.08
49,3,Bosch,2024-10-21,NA,0,Brake Pad,10,50.0,450
34359738408,4,NAPA,2024-10-21,NA,1,Oil Filter,1,15.0,14.25
60129542262,0,Ford,2024-10-21,NA,1,Oil Filter,1,15.0,12.15
8589934639,4,NAPA,2024-10-21,NA,0,Brake Pad,6,50.0,261
34359738408,4,NAPA,2024-10-21,NA,0,Brake Pad,8,50.0,340
8589934639,4,NAPA,2024-10-21,NA,1,Oil Filter,7,15.0,90.3
17179869296,1,GM,2024-10-22,EU,0,Brake Pad,10,50.0,450
8589934696,3,Bosch,2024-10-22,NA,1,Oil Filter,6,15.0,74.7
25769803789,2,AutoZone,2024-10-22,NA,0,Brake Pad,9,50.0,382.5
60129542202,0,Ford,2024-10-22,NA,1,Oil Filter,6,15.0,83.7
8589934696,3,Bosch,2024-10-22,NA,2,Spark Plug,1,8.0,6.4
8589934696,3,Bosch,2024-10-22,NA,0,Brake Pad,2,50.0,94
25769803789,2,AutoZone,2024-10-22,NA,2,Spark Plug,4,8.0,26.56
17179869296,1,GM,2024-10-22,EU,1,Oil Filter,1,15.0,14.85
60129542202,0,Ford,2024-10-22,NA,0,Brake Pad,9,50.0,391.5
17179869296,1,GM,2024-10-22,EU,2,Spark Plug,5,8.0,38
60129542202,0,Ford,2024-10-22,NA,2,Spark Plug,6,8.0,41.76
25769803789,2,AutoZone,2024-10-22,NA,1,Oil Filter,8,15.0,99.6
8589934701,1,GM,2024-10-23,NA,1,Oil Filter,1,15.0,14.25
8589934709,4,NAPA,2024-10-23,EU,2,Spark Plug,4,8.0,27.2
8589934709,4,NAPA,2024-10-23,EU,1,Oil Filter,2,15.0,28.2
8589934709,4,NAPA,2024-10-23,EU,0,Brake Pad,4,50.0,176
8589934701,1,GM,2024-10-23,NA,2,Spark Plug,7,8.0,50.4
8589934701,1,GM,2024-10-23,NA,0,Brake Pad,1,50.0,41.5
25769803777,0,Ford,2024-10-24,NA,0,Brake Pad,8,50.0,340
25769803856,4,NAPA,2024-10-24,EU,1,Oil Filter,3,15.0,42.75
42949673037,3,Bosch,2024-10-24,EU,1,Oil Filter,10,15.0,120
25769803777,0,Ford,2024-10-24,NA,1,Oil Filter,5,15.0,72
42949673037,3,Bosch,2024-10-24,EU,2,Spark Plug,9,8.0,68.4
25769803777,0,Ford,2024-10-24,NA,2,Spark Plug,6,8.0,45.12
25769803856,4,NAPA,2024-10-24,EU,2,Spark Plug,5,8.0,38.4
42949673037,3,Bosch,2024-10-24,EU,0,Brake Pad,9,50.0,418.5
25769803856,4,NAPA,2024-10-24,EU,0,Brake Pad,5,50.0,245
17179869215,2,AutoZone,2024-10-25,NA,0,Brake Pad,10,50.0,490
17179869215,2,AutoZone,2024-10-25,NA,1,Oil Filter,3,15.0,40.5
17179869215,2,AutoZone,2024-10-25,NA,2,Spark Plug,1,8.0,6.96
25769803788,0,Ford,2024-10-26,NA,0,Brake Pad,8,50.0,360
